2.68838	2.84006
3.24634	2.46125
3.10123	2.6661
2.80886	3.06072
3.12666	3.00849
2.59746	2.57251
2.72384	2.95177
3.11704	2.78382
3.20298	3.00116
3.15589	3.03009
2.34862	2.83662
3.51388	3.28263
2.43657	2.99359
2.75204	3.11388
2.79545	2.87479
2.82717	3.14762
3.18676	3.46227
3.1318	2.84006
2.74757	2.90969
2.5729	3.28303
3.16943	2.80481
2.20664	2.85392
2.51919	3.32415
2.81369	3.12721
2.87203	2.77041
3.18861	2.59982
2.77788	2.64479
3.13774	2.87813
2.90645	3.44715
3.2039	3.32077
3.19295	2.76403
3.28434	3.18776
3.30745	2.8331
2.89325	3.22405
2.90466	3.05111
3.02736	2.96855
2.72504	3.01902
2.92486	2.61879
3.04393	2.77073
3.19547	3.08861
3.06932	3.4294
3.28894	2.67053
2.82781	3.13322
2.46763	2.97683
3.15786	3.23241
3.13946	2.93578
3.06707	3.28814
2.67824	3.09143
2.52415	2.96385
3.04685	2.84566
3.60144	2.57005
3.06746	3.42518
3.0058	2.6085
2.59098	3.18328
3.23259	2.99918
2.97241	3.41254
2.98686	3.19645
2.83761	2.7264
3.17412	3.1323
3.46148	3.07438
2.90334	3.14095
2.37726	3.15
3.19209	3.06461
2.66293	2.74956
3.53475	3.0071
2.99603	2.6219
3.1258	2.98779
2.69435	3.0438
2.72996	3.1626
3.66527	2.85723
3.42089	3.07064
3.61594	2.80141
3.1942	3.03223
3.26218	3.12804
2.94454	2.95385
2.90118	3.14472
3.2912	3.14294
2.94594	2.66774
3.59213	3.23639
2.58535	3.3284
3.30844	2.55034
3.2127	3.5783
2.7488	3.02005
3.18963	3.13929
2.91115	2.96631
2.67405	2.66699
3.4721	3.02404
3.01931	3.07612
2.45393	3.35272
3.10823	3.22805
3.08649	2.75608
2.91741	2.83597
3.24995	2.84012
3.04963	2.99554
3.41294	3.26783
2.95572	2.64304
3.01343	3.41353
2.97312	3.16186
3.12407	2.81176
3.28161	2.70849
3.21011	3.03703
2.84891	2.849
2.9777	3.32499
3.97576	3.5707
2.72675	3.2805
2.47932	3.05099
3.62012	2.68511
3.09185	3.029
3.30026	3.17145
2.55077	2.54477
2.86156	3.21236
2.93252	2.63332
3.61649	2.89039
2.92028	3.02033
2.92485	3.09512
2.81122	2.87117
2.67036	3.38905
3.48951	2.93307
2.49129	3.08781
3.26422	2.99138
3.17729	3.07891
3.20173	3.25166
2.86134	2.77025
2.67413	2.68285
3.22199	3.03149
3.93747	2.88191
2.49949	2.70178
3.67129	3.08613
2.91325	2.55321
3.50187	2.87068
2.60782	2.98015
2.47348	2.89705
3.1214	3.41138
2.60621	2.49625
3.62911	3.16955
2.87846	3.22143
2.69992	2.70423
3.02382	3.01919
2.70453	2.7154
2.99359	2.48971
2.80731	2.92339
3.52407	2.75593
2.94076	3.37541
3.10956	3.09842
2.9469	2.9221
3.61049	2.45344
3.20874	3.03422
3.09635	2.45578
2.8801	3.16417
3.41722	3.06968
3.17199	2.8539
3.15433	2.83168
2.72771	2.84685
3.24128	3.58767
2.87105	3.11244
3.31098	2.50992
3.46817	3.17329
2.9382	2.85583
3.66861	2.87402
2.92391	3.04877
2.66083	3.11236
2.50118	3.10714
3.42059	3.22626
3.54682	2.97785
3.19586	3.30851
2.51915	3.15678
3.71633	3.20194
3.07663	3.26137
2.30148	3.20721
2.97609	3.04295
2.86279	3.09607
3.16758	2.81063
3.02254	3.14527
3.6591	2.95406
2.75735	3.43811
3.0149	2.87217
2.86035	2.77443
2.7699	3.08198
3.03917	2.79725
3.56509	2.58017
2.77452	2.98533
3.00647	2.65722
2.95469	2.4487
2.9995	3.33551
3.1237	2.97086
2.74811	2.88448
2.50625	2.89051
3.05955	2.8833
3.0612	2.92354
2.73609	2.9667
3.37646	3.22936
3.40589	3.05641
2.89566	3.23886
3.01252	2.6774
3.04889	2.59933
3.14652	3.39823
2.83199	3.30918
3.30574	2.95205
2.42966	2.65488
3.69344	3.52653
2.86975	3.28651
2.78806	3.32471
2.9578	2.86811
2.73333	3.0136
2.87278	2.94292
2.30854	3.07764
3.28006	2.95916
3.3447	2.46674
2.95613	3.02191
3.08926	2.79066
3.42376	2.79754
2.75005	2.94559
3.43177	2.85665
3.36804	3.3742
2.14151	2.92267
3.2855	3.66727
2.41391	2.83368
3.31084	2.9394
2.61621	3.13677
3.33254	2.70829
2.32229	3.20266
3.19854	3.05244
3.51231	3.53432
2.97335	2.53878
2.8701	3.02564
2.57465	2.69714
3.09913	2.38739
3.19786	3.10087
2.18247	3.17846
2.77137	3.18844
2.55044	2.8793
2.51561	2.99088
2.818	2.93532
2.95913	3.20095
3.08234	3.22386
3.25678	3.15922
3.07102	2.58188
3.14766	3.34947
3.05963	3.24659
2.75365	2.98599
2.8454	2.74354
3.44988	2.89482
3.62255	3.05977
3.24717	2.8667
3.05811	3.33915
